Source	Character	Field	OldValue	NewValue
h	苴	primitives		艹且
h	侏	primitives		亻朱
h	鐓	primitives		金敦
h	慴	primitives		忄習
h	吮	primitives		口允
h	伉	primitives		亻亢
h	砌	primitives		石切
h	薈	primitives		艹會
h	鋺	primitives		金宛
h	蕕	primitives		艹猶
h	冩	primitives		冖舄
h	糘	primitives		米家
h	橲	primitives		木喜
h	輅	primitives		車各
h	檠	primitives		敬木
h	簗	primitives		竹梁
h	殍	primitives		歹孚
h	晁	primitives		日兆
h	繖	primitives		糸散
h	廂	primitives		广相
h	膓	primitives		月昜
h	畋	primitives		田攵
h	聢	primitives		耳定
h	湶	primitives		氵泉
h	跿	primitives		足走
h	哽	primitives		口更
h	壓	primitives		厭土
h	芫	primitives		艹元
h	梦	primitives		林夕
h	刔	primitives		夬刂
h	軣	primitives		車
h	駲	primitives		馬州
h	魘	primitives		厭鬼
h	畊	primitives		田井
h	拂	primitives		扌弗
h	麈	primitives		鹿主
h	倡	primitives		亻昌
h	熏	primitives		丿一丷丨火
h	辭	primitives		爪マ冂厶又辛
h	鶇	primitives		東鳥
h	缺	primitives		缶夬
h	眇	primitives		目少
h	緝	primitives		糸咠
h	葷	primitives		艹軍
h	畄	primitives		⺍田
h	篷	primitives		竹逢
h	梺	primitives		林下
h	惆	primitives		忄周
h	鯤	primitives		魚昆
h	蕣	primitives		艹舜
h	鴒	primitives		令鳥
h	誄	primitives		言耒
h	鏈	primitives		金連
h	轂	primitives		士冖一車殳
h	遒	primitives		辶酋
h	糢	primitives		米莫
h	菴	primitives		艹奄
h	竒	primitives		亠丷可
h	黷	primitives		黑𧶠
h	痃	primitives		疒玄
h	岌	primitives		山及
h	疚	primitives		疒久
h	噫	primitives		口意
h	冱	primitives		冫互
h	蚯	primitives		虫丘
h	冪	primitives		冖幕
h	籌	primitives		竹壽
h	蘓	primitives		艹禾魚
h	哘	primitives		口行
h	妛	primitives		山一女
h	旄	primitives		方毛
h	暹	primitives		辶日隹
h	砠	primitives		石且
h	罎	primitives		缶曇
h	肬	primitives		月尤
h	幔	primitives		巾曼
h	眦	primitives		目此
h	貉	primitives		豸各
h	韈	primitives		革蔑
h	惷	primitives		春心
h	椁	primitives		木享
h	萋	primitives		艹妻
h	咏	primitives		口永
h	瞎	primitives		目害
h	筌	primitives		竹全
h	旆	primitives		方市
h	茣	primitives		艹呉
h	頡	primitives		吉頁
h	叮	primitives		口丁
h	卅	primitives		一川
h	栩	primitives		木羽
h	椌	primitives		木空
h	驅	primitives		馬區
h	晧	primitives		日告
h	鞅	primitives		革央
h	粃	primitives		米比
h	紿	primitives		糸台
h	襯	primitives		衤親
h	賻	primitives		貝尃
h	捍	primitives		扌旱
h	佯	primitives		亻羊
h	驗	primitives		馬僉
h	愨	primitives		士冖一殳心
h	龠	primitives		亼口冊
h	杪	primitives		木少
h	竕	primitives		立分
h	搨	primitives		扌日羽
h	暘	primitives		日昜
h	忻	primitives		忄斤
h	苙	primitives		艹立
h	葫	primitives		艹胡
h	翕	primitives		合羽
h	薜	primitives		艹辟
h	殀	primitives		歹夭
h	朸	primitives		木力
h	埣	primitives		土卒
h	匏	primitives		夸包
h	抖	primitives		扌斗
h	娚	primitives		女男
h	熕	primitives		火貢
h	梹	primitives		木兵
h	朏	primitives		月出
h	縵	primitives		糸曼
h	估	primitives		亻古
h	矼	primitives		石工
h	頴	primitives		匕示頁
h	骭	primitives		骨干
h	崟	primitives		山金
h	豺	primitives		豸才
h	吩	primitives		口分
h	豼	primitives		豸比
h	覩	primitives		者見
h	筝	primitives		竹争
h	熄	primitives		火息
h	嶝	primitives		山登
h	嚠	primitives		口劉
h	帑	primitives		奴巾
h	綉	primitives		糸秀
h	鰡	primitives		魚留
h	槝	primitives		木島
h	妝	primitives		爿女
h	朖	primitives		月良
h	葆	primitives		艹保
h	荐	primitives		艹存
h	胼	primitives		月并
h	鱚	primitives		魚喜
h	愀	primitives		忄秋
h	籏	primitives		竹旗
h	鎰	primitives		金益
h	畍	primitives		田介
h	瓱	primitives		瓦毛
h	麌	primitives		鹿呉
h	儉	primitives		亻僉
h	湮	primitives		氵垔
h	鰒	primitives		魚复
h	綢	primitives		糸周
h	轌	primitives		車雪
h	慷	primitives		忄康
h	垤	primitives		土至
h	髻	primitives		髟吉
h	刪	primitives		冊刂
h	弭	primitives		弓耳
h	窿	primitives		穴隆
h	葭	primitives		艹叚
h	扛	primitives		扌工
h	姙	primitives		女任
h	鞏	primitives		巩革
h	犒	primitives		牛高
h	魴	primitives		魚方
h	攴	primitives		卜又
h	晢	primitives		折日
h	鶤	primitives		軍鳥
h	踝	primitives		足果
h	侫	primitives		人妄
h	屶	primitives		山刀
h	靨	primitives		厭面
h	婪	primitives		林女
h	箜	primitives		竹空
h	螟	primitives		虫冥
h	徃	primitives		彳生
h	紜	primitives		糸云
h	袰	primitives		母衣
h	牾	primitives		牛吾
h	氤	primitives		气因
h	劭	primitives		召力
h	呶	primitives		口奴
h	鶻	primitives		骨鳥
h	旙	primitives		方番
h	繧	primitives		糸雲
h	欷	primitives		希欠
h	幎	primitives		巾冥
h	鰕	primitives		魚叚
h	屐	primitives		尸彳支
h	杲	primitives		日木
h	刄	primitives		刀乀
h	靫	primitives		革叉
h	秡	primitives		禾友丶
h	彜	primitives		彑粉廾
h	椚	primitives		木門
h	槎	primitives		木差
h	馭	primitives		馬又
h	牀	primitives		爿木
h	壜	primitives		土曇
h	乢	primitives		山乙
h	膾	primitives		月會
h	蹇	primitives		宀井一八足
h	夐	primitives		勹冂人目夂
h	靆	primitives		雲逮
h	輳	primitives		車奏
h	暾	primitives		日敦
h	黴	primitives		彳山一黑攵
h	粨	primitives		米百
h	圦	primitives		土入
h	嗾	primitives		口族
h	抻	primitives		扌申
h	筮	primitives		竹巫
h	媼	primitives		女囚皿
h	腆	primitives		月典
h	裹	primitives		衣果
h	幃	primitives		巾韋
h	裴	primitives		非衣
h	謇	primitives		宀井一八言
h	溽	primitives		氵辱
h	椢	primitives		木国
h	决	primitives		冫夬
h	皷	primitives		壴皮
h	梭	primitives		木夋
h	叺	primitives		口入
h	碆	primitives		波石
h	糅	primitives		米柔
h	粡	primitives		米同
h	覦	primitives		兪見
h	篏	primitives		竹甘欠
h	羝	primitives		羊氐
h	慝	primitives		匿心
h	倔	primitives		亻屈
h	阡	primitives		阜千
h	閠	primitives		門玉
h	瓧	primitives		瓦十
h	戞	primitives		一冖戈
h	泛	primitives		氵乏
h	迴	primitives		辶回
h	凭	primitives		任几
h	砿	primitives		石広
h	鈩	primitives		金戸
h	豁	primitives		害谷
h	枦	primitives		木戸
h	椪	primitives		木並
h	檪	primitives		木楽
h	沚	primitives		氵止
h	鴾	primitives		牟鳥
h	黔	primitives		黑今
h	桴	primitives		木孚
h	殕	primitives		歹咅
h	鳧	primitives		鳥几
h	涕	primitives		氵弟
h	勍	primitives		京力
h	凅	primitives		冫固
h	枳	primitives		木只
h	悵	primitives		忄長
h	夲	primitives		大十
h	塒	primitives		土時
h	狠	primitives		犭艮
h	怏	primitives		忄央
h	撩	primitives		扌尞
h	岔	primitives		分山
h	觧	primitives		角羊
h	觚	primitives		角瓜
h	烋	primitives		休火
h	醂	primitives		酉林
h	溏	primitives		氵唐
h	楝	primitives		木柬
h	瓩	primitives		瓦千
h	峩	primitives		山我
h	甃	primitives		秋瓦
h	垳	primitives		土行
h	靼	primitives		革旦
h	僖	primitives		亻喜
h	藜	primitives		艹黎
h	闃	primitives		門目犬
h	荵	primitives		艹忍
h	莓	primitives		艹毎
h	桙	primitives		木牟
h	諢	primitives		言軍
h	勗	primitives		日助
h	幗	primitives		巾國
h	瓰	primitives		瓦分
h	鉚	primitives		金卯
h	銷	primitives		金肖
h	逧	primitives		辶谷
h	竍	primitives		立十
h	竦	primitives		立束
h	蒭	primitives		艹芻
h	霏	primitives		雨非
h	咯	primitives		口各
h	竏	primitives		立千
h	唔	primitives		口吾
h	橦	primitives		木童
h	袗	primitives		衤㐱
h	痊	primitives		疒全
h	冏	primitives		冂㕣
h	踟	primitives		足知
h	渮	primitives		氵苛
h	矗	primitives		直
h	饋	primitives		食貴
h	讎	primitives		隹言
h	貘	primitives		豸莫
h	荏	primitives		艹任
h	咐	primitives		口付
h	皹	primitives		皮軍
h	酘	primitives		酉殳
h	啝	primitives		口和
h	枩	primitives		木公
h	穃	primitives		禾容
h	默	primitives		黒犬
h	胙	primitives		月乍
h	諱	primitives		言韋
h	黥	primitives		黑京
h	藐	primitives		艹貌
h	鷦	primitives		焦鳥
h	繙	primitives		糸番
h	勣	primitives		責力
h	聹	primitives		耳寧
h	柆	primitives		木立
h	叭	primitives		口八
h	陏	primitives		阜有
h	茖	primitives		艹各
h	鱧	primitives		魚豊
h	柮	primitives		木出
h	餤	primitives		食炎
h	咾	primitives		口老
h	幢	primitives		巾童
h	尅	primitives		克寸
h	烝	primitives		丞灬
h	嵎	primitives		山禺
h	鏝	primitives		金曼
h	柞	primitives		木乍
h	閙	primitives		門市
h	瓮	primitives		公瓦
h	猷	primitives		酋犬
h	囹	primitives		囗令
h	榕	primitives		木容
h	榿	primitives		木豈
h	鮴	primitives		魚休
h	繪	primitives		糸會
h	档	primitives		木当
h	蜆	primitives		虫見
h	鉉	primitives		金玄
h	眥	primitives		此目
h	坿	primitives		土付
h	麁	primitives		勹鹿
h	迺	primitives		辶西
h	聟	primitives		知耳
h	袒	primitives		衤旦
h	齠	primitives		齒召
h	霙	primitives		雨英
h	帋	primitives		氏巾
h	潸	primitives		氵林月
h	鱆	primitives		魚章
h	蟆	primitives		虫莫
h	鞦	primitives		革秋
h	輟	primitives		車叕
h	矧	primitives		矢引
h	繿	primitives		糸監
h	咨	primitives		次口
h	倏	primitives		人丨夂犬
h	腮	primitives		月思
h	旛	primitives		方番
h	陬	primitives		阜取
h	酲	primitives		酉呈
h	陦	primitives		阜寿
h	俛	primitives		人免
h	暃	primitives		日非
h	楙	primitives		木矛
h	嶇	primitives		山區
h	訌	primitives		言工
h	戛	primitives		一自戈
h	昶	primitives		永日
h	蓐	primitives		艹辱
h	赭	primitives		赤者
h	畆	primitives		田厶
h	很	primitives		彳艮
h	帙	primitives		巾失
h	逶	primitives		辶委
h	綟	primitives		糸戻
h	澣	primitives		氵幹
h	輾	primitives		車展
h	廡	primitives		广無
h	轜	primitives		車需
h	殄	primitives		歹㐱
h	尨	primitives		尤彡
h	楞	primitives		木罒方
h	閖	primitives		門水
h	齦	primitives		齒艮
h	衲	primitives		衤內
h	俶	primitives		亻叔
h	罘	primitives		罒不
h	畛	primitives		田㐱
h	寔	primitives		宀是
h	痳	primitives		疒麻
h	釟	primitives		金八
h	莠	primitives		艹秀
h	軻	primitives		車可
h	垉	primitives		土包
h	鈕	primitives		金丑
h	瓲	primitives		瓦屯
h	怎	primitives		乍心
h	慙	primitives		斬心
h	蘚	primitives		艹鮮
h	楫	primitives		木咠
h	佰	primitives		亻百
h	逵	primitives		辶坴
h	專	primitives		一日丨寸
h	菠	primitives		艹波
h	峭	primitives		山肖
h	跫	primitives		巩足
h	框	primitives		木匡
h	蓆	primitives		艹席
h	鶸	primitives		弱鳥
h	敕	primitives		束攵
h	罩	primitives		罒卓
h	跼	primitives		足局
h	售	primitives		隹口
h	莵	primitives		艹
h	覃	primitives		西早
h	愎	primitives		忄复
h	蒹	primitives		艹兼
h	駻	primitives		馬旱
h	楜	primitives		木胡
h	祗	primitives		礻氐
h	遯	primitives		辶豚
h	湲	primitives		氵爰
h	蔟	primitives		艹族
h	亳	primitives		亠口冖乇
h	渟	primitives		氵亭
h	諠	primitives		言宣
h	凖	primitives		准十
h	臺	primitives		吉冖至
h	蔀	primitives		艹部
h	鐡	primitives		金十戈口
h	鵄	primitives		至鳥
h	倥	primitives		亻空
h	怩	primitives		忄尼
h	廈	primitives		广夏
h	啣	primitives		口卸
h	黌	primitives		臼爻冖黃
h	畧	primitives		田各
h	愿	primitives		原心
h	姶	primitives		女合
h	鴈	primitives		厂亻鳥
h	耘	primitives		耒云
h	叨	primitives		口刀
h	彝	primitives		彑米糸廾
h	旃	primitives		方丹
h	幀	primitives		巾貞
h	淕	primitives		氵坴
h	薤	primitives		艹歹韭
h	拆	primitives		扌斥
h	幄	primitives		巾屋
h	氛	primitives		气分
h	犲	primitives		犬才
h	枅	primitives		木开
h	錺	primitives		金芳
h	險	primitives		阜僉
h	跂	primitives		足支
h	唏	primitives		口希
h	嶬	primitives		山義
h	鯆	primitives		魚甫
h	鑄	primitives		金壽
h	柢	primitives		木氐
h	靹	primitives		革內
h	昿	primitives		日広
h	膕	primitives		月國
h	釐	primitives		未攵厘
h	甅	primitives		瓦厘
h	寉	primitives		宀隹
h	硼	primitives		石朋
h	嬖	primitives		辟女
h	稘	primitives		禾其
h	畸	primitives		田奇
h	坎	primitives		土欠
h	倬	primitives		亻卓
h	梼	primitives		木寿
h	悽	primitives		忄妻
h	誥	primitives		言告
h	燔	primitives		火番
h	忱	primitives		忄冘
h	籵	primitives		米十
h	絛	primitives		人丨攵糸
h	潦	primitives		氵尞
h	旁	primitives		亠丷冖方
h	枌	primitives		木分
h	郤	primitives		谷⻏
h	岾	primitives		山占
h	孺	primitives		子需
h	嫗	primitives		女區
h	掉	primitives		扌卓
h	愽	primitives		忄尃
h	抂	primitives		扌王
h	棆	primitives		木侖
h	謨	primitives		言莫
h	緕	primitives		糸斉
h	縡	primitives		糸宰
h	唹	primitives		口於
h	盍	primitives		去皿
h	膃	primitives		月囚皿
h	笶	primitives		竹矢
h	譏	primitives		言幾
h	裨	primitives		衤卑
h	鯣	primitives		魚易
h	蓁	primitives		艹秦
h	嘸	primitives		口無
h	柧	primitives		木瓜
h	婀	primitives		女阿
h	馘	primitives		首或
h	豫	primitives		予象
h	罕	primitives		㓁干
h	犹	primitives		犭尤
h	粳	primitives		米更
h	岼	primitives		山平
h	皰	primitives		皮包
h	迸	primitives		辶并
h	飃	primitives		風票
h	膤	primitives		月雪
h	駘	primitives		馬台
h	刧	primitives		去刀
h	磆	primitives		石骨
h	眤	primitives		目尼
h	棡	primitives		木岡
h	鞐	primitives		革上下
h	擶	primitives		扌箭
h	鰮	primitives		魚囚皿
h	鞣	primitives		革柔
h	觜	primitives		此角
h	稈	primitives		禾旱
h	榁	primitives		木室
h	悄	primitives		忄肖
h	匆	primitives		勿丶
h	囿	primitives		囗有
h	辷	primitives		辶一
h	蟐	primitives		虫常
h	榻	primitives		木日羽
h	沒	primitives		水又
h	囘	primitives		冂巳
h	鉐	primitives		金石
h	畉	primitives		田夫
h	齶	primitives		齒咢
h	鯒	primitives		魚甬
h	仟	primitives		亻千
h	跌	primitives		足失
h	拑	primitives		扌甘
h	詬	primitives		言后
h	濔	primitives		氵爾
h	抔	primitives		扌不
h	岻	primitives		山氐
h	衽	primitives		衤壬
h	佝	primitives		亻句
h	硅	primitives		石圭
h	汢	primitives		氵土
h	硴	primitives		石花
h	猝	primitives		犭卒
h	汳	primitives		氵反
h	裼	primitives		衤易
h	逾	primitives		辶兪
h	鮟	primitives		魚安
h	珱	primitives		王⺍女
h	鼕	primitives		鼓冬
h	臑	primitives		月需
h	鶺	primitives		脊鳥
h	縺	primitives		糸連
h	曄	primitives		日華
h	暄	primitives		日宣
h	萵	primitives		艹咼
h	軆	primitives		身豊
h	鴪	primitives		穴鳥
h	亂	primitives		爪マ冂厶又乙
h	瓣	primitives		辛瓜
h	耡	primitives		耒助
h	駛	primitives		馬史
h	盥	primitives		臼水皿
h	恷	primitives		休心
h	悗	primitives		忄免
h	辧	primitives		辛刂
h	檗	primitives		辟木
h	脣	primitives		辰月
h	珞	primitives		王各
h	餝	primitives		食芳
h	阨	primitives		阜厄
h	甓	primitives		辟瓦
h	霤	primitives		雨留
h	絎	primitives		糸行
h	楴	primitives		木帝
h	篥	primitives		竹栗
h	潯	primitives		氵尋
h	貍	primitives		豸里
h	哇	primitives		口圭
h	怕	primitives		忄白
h	鏥	primitives		金宿
h	哄	primitives		口共
h	腥	primitives		月星
h	罨	primitives		罒奄
h	貅	primitives		豸休
h	怐	primitives		忄句
h	栫	primitives		木存
h	稍	primitives		禾肖
h	痿	primitives		疒委
h	耙	primitives		耒巴
h	袤	primitives		衣矛
h	胛	primitives		月甲
h	熈	primitives		丿臣巳火
h	褞	primitives		衤囚皿
h	脉	primitives		月永
h	舸	primitives		舟可
h	餾	primitives		食留
h	恪	primitives		忄各
h	蒄	primitives		艹冠
h	价	primitives		亻介
h	圸	primitives		土山
h	粭	primitives		米合
h	罟	primitives		罒古
h	鵈	primitives		耳鳥
h	恁	primitives		任心
h	畫	primitives		聿田一
h	耨	primitives		耒辱
h	爼	primitives		爻且
h	糯	primitives		米需
h	嬶	primitives		女鼻
h	硲	primitives		石谷
h	聆	primitives		耳令
h	輙	primitives		車取
h	釁	primitives		臼同冖酉分
h	覽	primitives		臣一罒見
h	遖	primitives		辶南
h	孳	primitives		茲子
h	鴕	primitives		鳥它
h	痼	primitives		疒固
h	痞	primitives		疒否
h	嘶	primitives		口斯
h	淒	primitives		氵妻
h	骰	primitives		骨殳
h	嵒	primitives		品山
h	沾	primitives		氵占
h	秧	primitives		禾央
h	渝	primitives		氵兪
h	鯑	primitives		魚希
h	謚	primitives		言益
h	梠	primitives		木呂
h	淅	primitives		氵析
h	髀	primitives		骨卑
h	樢	primitives		木鳥
h	苻	primitives		艹付
h	葮	primitives		艹段
h	泝	primitives		氵斥
h	鵤	primitives		角鳥
h	矇	primitives		目蒙
h	戳	primitives		翟戈
h	迹	primitives		辶赤
h	枹	primitives		木包
h	傴	primitives		亻區
h	邇	primitives		辶爾
h	閊	primitives		門山
h	鰉	primitives		魚皇
h	畤	primitives		田寺
h	蹙	primitives		戚足
h	躄	primitives		辟足
h	襤	primitives		衤監
h	恂	primitives		忄旬
h	脯	primitives		月甫
h	笆	primitives		竹巴
h	莟	primitives		艹含
h	椡	primitives		木到
h	郢	primitives		呈⻏
h	缸	primitives		缶工
h	唳	primitives		口戻
h	暸	primitives		日尞
h	豢	primitives		[quarter]豕
h	糀	primitives		米花
h	軅	primitives		身雁
h	輊	primitives		車至
h	丗	primitives		廿丨
h	茆	primitives		艹卯
h	辨	primitives		辛
h	錵	primitives		金花
h	舂	primitives		三人臼
h	淤	primitives		氵於
h	燮	primitives		火言又
h	窘	primitives		穴君
h	遘	primitives		辶冓
h	蜿	primitives		虫宛
h	玳	primitives		王代
h	杳	primitives		木日
h	鈬	primitives		金尺
h	兢	primitives		克
h	膰	primitives		月番
h	筅	primitives		竹先
h	鷽	primitives		臼爻冖鳥
h	飩	primitives		食屯
h	邨	primitives		屯⻏
h	蹉	primitives		足差
h	葹	primitives		艹施
h	珸	primitives		王吾
h	磑	primitives		石豈
h	尠	primitives		甚少
h	艝	primitives		舟雪
h	俔	primitives		亻見
h	袿	primitives		衤圭
h	掀	primitives		扌欣
h	劒	primitives		僉刃
h	圷	primitives		土下
h	渊	primitives		氵丿米丨
h	潴	primitives		氵猪
h	菎	primitives		艹昆
h	琅	primitives		王良
h	嵳	primitives		山差
h	蝟	primitives		虫胃
h	嚀	primitives		口寧
h	駟	primitives		馬四
h	鐇	primitives		金番
h	泙	primitives		氵平
h	韆	primitives		革遷
h	榠	primitives		木冥
h	巵	primitives		⺁一巴
h	喨	primitives		口亮
h	鮖	primitives		魚石
h	錣	primitives		金叕
h	磴	primitives		石登
h	痾	primitives		疒阿
h	糂	primitives		米甚
h	墹	primitives		土間
h	厮	primitives		厂斯
h	泯	primitives		氵民
h	嗹	primitives		口連
h	弸	primitives		弓朋
h	鰄	primitives		魚威
h	礙	primitives		石疑
h	駮	primitives		馬交
h	荳	primitives		艹豆
h	筰	primitives		竹作
h	朷	primitives		木刀
h	掫	primitives		扌取
h	鰌	primitives		魚酋
h	圉	primitives		囗幸
h	哂	primitives		口西
h	滕	primitives		月[quarter]水
h	齷	primitives		齒屋
h	蹐	primitives		足脊
h	譁	primitives		言華
h	濂	primitives		氵廉
h	髦	primitives		髟毛
h	肅	primitives		肀片一爿
h	睇	primitives		目弟
h	騫	primitives		宀井一八馬
h	淇	primitives		氵其
h	馥	primitives		香复
h	峇	primitives		山合
h	鑁	primitives		金凵乂丶儿夂
h	綛	primitives		糸忍
h	塰	primitives		海土
h	逋	primitives		辶甫
h	偖	primitives		亻者
h	髮	primitives		髟友丶
h	鯲	primitives		魚於
h	蚓	primitives		虫引
h	攷	primitives		丂攵
h	癢	primitives		疒養
h	檢	primitives		木僉
h	誚	primitives		言肖
h	蚋	primitives		虫內
h	瀁	primitives		氵養
h	吁	primitives		口于
h	孀	primitives		女霜
h	粤	primitives		丿囗米丂
h	敘	primitives		余攵
h	竓	primitives		立毛
h	龕	primitives		合龍
h	劵	primitives		[quarter]力
h	晝	primitives		聿旦
h	煬	primitives		火昜
h	酖	primitives		酉冘
h	鱠	primitives		魚會
h	鱇	primitives		魚康
h	偐	primitives		亻彦
h	畴	primitives		田寿
h	簽	primitives		竹僉
h	將	primitives		爿寸
h	黠	primitives		黑吉
h	怦	primitives		忄平
h	啻	primitives		帝口
h	褶	primitives		衤習
h	嫐	primitives		女男
h	孥	primitives		奴子
h	髣	primitives		髟方
h	胝	primitives		月氐
h	遐	primitives		辶叚
h	兮	primitives		八丂
h	堋	primitives		土朋
h	罸	primitives		罒討
h	崘	primitives		山侖
h	淞	primitives		氵松
h	耋	primitives		老至
h	鳰	primitives		入鳥
h	峅	primitives		山弁
h	杁	primitives		木入
h	翆	primitives		羽卆
h	釿	primitives		金斤
h	鍖	primitives		金甚
h	髱	primitives		髟包
h	黶	primitives		厭黑
h	餬	primitives		食胡
h	蚌	primitives		虫丰
h	劬	primitives		句力
h	掎	primitives		扌奇
h	誑	primitives		言狂
h	艚	primitives		舟曹
h	謾	primitives		言曼
h	骼	primitives		骨各
h	醋	primitives		酉昔
h	慵	primitives		忄庸
h	埖	primitives		土花
h	啌	primitives		口空
h	菽	primitives		艹叔
h	恤	primitives		忄血
h	橸	primitives		木晶
h	蓊	primitives		艹翁
h	餒	primitives		食妥
h	洽	primitives		氵合
h	蚰	primitives		虫由
h	棯	primitives		木念
h	籀	primitives		竹手留
h	竰	primitives		立厘
h	蛄	primitives		虫古
h	甼	primitives		田丁
h	靦	primitives		面見
h	墅	primitives		野土
h	塢	primitives		土烏
h	棣	primitives		木隶
h	袵	primitives		衤任
h	纉	primitives		糸賛
h	縹	primitives		糸票
h	淦	primitives		氵金
h	棔	primitives		木昏
h	銕	primitives		金夷
h	哦	primitives		口我
h	孰	primitives		享丸
h	殞	primitives		歹員
h	臉	primitives		月僉
h	稾	primitives		高禾
h	慯	primitives		忄昜
h	萪	primitives		艹科
h	斈	primitives		文子
h	遑	primitives		辶皇
h	冲	primitives		冫中
h	尢	primitives		一丿乙
h	閇	primitives		門下
h	枉	primitives		木王
h	怫	primitives		忄弗
h	蘢	primitives		艹龍
h	澡	primitives		氵喿
h	槨	primitives		木郭
h	笋	primitives		竹尹
h	濮	primitives		氵僕
h	瞽	primitives		鼓目
h	楾	primitives		木泉
h	莅	primitives		艹位
h	悳	primitives		直心
h	妁	primitives		女勺
h	菷	primitives		艹帚
h	桷	primitives		木角
h	淌	primitives		水尚
h	駑	primitives		奴馬
h	匝	primitives		匚巾
h	榾	primitives		木骨
h	戝	primitives		貝戈
h	呷	primitives		口甲
h	衵	primitives		衤日
h	霎	primitives		雨妾
h	襪	primitives		衤蔑
h	皚	primitives		白豈
h	囈	primitives		口藝
h	蛩	primitives		巩虫
h	褓	primitives		衤保
h	萢	primitives		艹泡
h	瘁	primitives		疒卒
h	縅	primitives		糸威
h	泓	primitives		氵弘
h	刋	primitives		千刂
h	曚	primitives		日蒙
h	栲	primitives		木考
h	耿	primitives		耳火
h	晤	primitives		日吾
h	愃	primitives		忄宣
h	駢	primitives		馬并
h	痲	primitives		疒
h	銜	primitives		行金
h	菻	primitives		艹林
h	澂	primitives		氵山一王攵
h	俾	primitives		亻卑
h	陲	primitives		阜垂
h	捫	primitives		扌門
h	粫	primitives		米而
h	翩	primitives		扁羽
h	艟	primitives		舟童
h	卮	primitives		⺁一㔾
h	榱	primitives		木衰
h	匳	primitives		匚僉
h	柎	primitives		木付
h	瘉	primitives		疒兪
h	泱	primitives		氵央
h	苜	primitives		艹目
h	羃	primitives		罒幕
h	鮗	primitives		魚冬
h	靉	primitives		雲愛
h	牴	primitives		牛氐
h	讌	primitives		言燕
h	寫	primitives		宀舄
h	鰔	primitives		魚咸
h	嶷	primitives		山疑
h	紕	primitives		糸比
h	槞	primitives		木竜
h	垈	primitives		代土
h	淬	primitives		氵卒
h	嵶	primitives		山弱
h	稙	primitives		禾直
h	梛	primitives		木那
h	諳	primitives		言音
h	簔	primitives		竹衰
h	苳	primitives		艹冬
h	塲	primitives		土昜
h	簇	primitives		竹族
h	樶	primitives		木最
h	渭	primitives		氵胃
h	僮	primitives		亻童
h	汨	primitives		氵日
h	槭	primitives		木戚
h	繩	primitives		糸黽
h	紲	primitives		糸世
h	嚊	primitives		口鼻
h	湟	primitives		氵皇
h	徂	primitives		彳且
h	椹	primitives		木甚
h	廨	primitives		广解
h	飮	primitives		食欠
h	羚	primitives		羊令
h	槁	primitives		木高
h	賺	primitives		貝兼
h	廰	primitives		广聴
h	崛	primitives		山屈
h	蕚	primitives		艹品丂
h	觴	primitives		角昜
h	綵	primitives		糸采
h	擣	primitives		扌壽
h	癡	primitives		疒疑
h	喟	primitives		口胃
h	浤	primitives		氵宏
h	狆	primitives		犭中
h	圻	primitives		土斤
h	谺	primitives		谷牙
h	跟	primitives		足艮
h	畭	primitives		田余
h	湎	primitives		氵面
h	棊	primitives		其木
h	悒	primitives		忄⻏
h	耻	primitives		耳止
h	觝	primitives		角氐
h	竝	primitives		立
h	黝	primitives		黑幼
h	迯	primitives		辶外
h	萼	primitives		艹咢
h	跚	primitives		足冊
h	踈	primitives		足束
h	篌	primitives		竹侯
h	碵	primitives		石貞
h	詒	primitives		言台
h	杤	primitives		木万
h	覺	primitives		臼爻冖見
h	垰	primitives		土上下
h	嘖	primitives		口責
h	椥	primitives		木知
h	簧	primitives		竹黃
h	秕	primitives		禾比
h	萓	primitives		艹宜
h	堙	primitives		土垔
h	梏	primitives		木告
h	忸	primitives		忄丑
h	蜒	primitives		虫延
h	馼	primitives		馬文
h	頏	primitives		亢頁
h	况	primitives		冫兄
h	黏	primitives		黍占
h	霪	primitives		雨淫
h	亰	primitives		亠日小
h	悚	primitives		忄束
h	碪	primitives		石甚
h	罧	primitives		罒林
h	洫	primitives		氵血
h	餔	primitives		食甫
h	眛	primitives		目未
h	哢	primitives		口弄
h	銖	primitives		金朱
h	穐	primitives		禾亀
h	髫	primitives		髟召
h	詼	primitives		言灰
h	艙	primitives		舟倉
h	頤	primitives		頁
h	廼	primitives		廴西
h	笵	primitives		竹氾
h	墫	primitives		土尊
h	慥	primitives		忄造
h	笞	primitives		竹台
h	粢	primitives		次米
h	釖	primitives		金刀
h	墸	primitives		土著
h	鵁	primitives		交鳥
h	埆	primitives		土角
h	蘯	primitives		蕩皿
h	碾	primitives		石展
h	蚪	primitives		虫斗
h	閼	primitives		門於
h	蛬	primitives		共虫
h	詆	primitives		言氐
h	蜑	primitives		延虫
h	赱	primitives		土
h	仍	primitives		亻乃
h	儖	primitives		亻監
h	柝	primitives		木斥
h	戡	primitives		甚戈
h	鎔	primitives		金容
h	粐	primitives		米戸
h	扠	primitives		扌叉
h	杠	primitives		木工
h	轗	primitives		車感
h	悃	primitives		忄困
h	銹	primitives		金秀
h	蝪	primitives		虫昜
h	狃	primitives		犭丑
h	雋	primitives		隹
h	恊	primitives		忄劦
h	蜩	primitives		虫周
h	歿	primitives		歹又
h	欹	primitives		奇欠
h	蔗	primitives		艹庶
