Source	Character	Field	OldValue	NewValue
rrtk	祝	keywords		celebrate
rrtk	祝	story		When Japanese people turn 20 they usually visit the <em>altar</em> (礻) at their local shrine and<strong> celebrate </strong>no longer being a <em>teenager </em>(兄).
rrtk	福	keywords		good fortune​
rrtk	福	story		This recalls the selling of indulgences in the history of the Church (As an aside, Protestantism began as a protest of this practice). Basically, one gave <em>wealth</em> (畐) to the <em>altar</em> (礻)(i.e. priest) and received <b>good fortune​</b>.
rrtk	祉	keywords		welfare
rrtk	祉	story		And in front of every <em>altar </em>(礻), she <em>stopped</em> (止) to pray for the<strong> welfare</strong> of the others.
rrtk	社	keywords		company
rrtk	社	story		When you enter a Japanese<strong> company</strong> it's like you join a cult... your workdesk becomes your <i>altar</i> (礻) and you worship the very <i>soil</i> (土) the office is built on.
rrtk	視	keywords		inspection
rrtk	視	story		During an <b>inspection</b> you <i>show</i> (礻) and someone else <i>sees</i> (見).
rrtk	奈	keywords		Nara
rrtk	奈	story		It's a beautiful place, but the dark side of<strong> Nara</strong> is that they sacrifice <em>St. Bernards</em> (大) on <em>evil altars</em> (示) every night after the tourists leave!
rrtk	尉	keywords		military officer
rrtk	尉	story		Of course it had to be the<strong> military officer</strong>'s idea to <em>glue</em> (寸) a <em>national </em><i>flag</i> (尸) to the <em>altar</em> (示) he's stationed at.
rrtk	慰	keywords		consolation
rrtk	慰	story		A <i>military officer</i> (尉) must offer <b>consolation</b> to the <i>hearts</i> (心)  of the families of his fallen men.
rrtk	款	keywords		goodwill
rrtk	款	story		The <em>samurai</em> (士) sits on the <em>altar</em> (示) and preaches about<strong> goodwill</strong>. The audience just <i>yawns</i> (欠) however, they want to see the man fight!
rrtk	禁	keywords		prohibition
rrtk	禁	story		If you live in Japan, your main exposure to this kanji is probably "no smoking" signs. So I imagine the government enacting a<strong> prohibition</strong> of tobacco, and burning whole <em>groves</em> (林) of tobacco plants on an <i>altar</i> (示),  the <i>altar</i> (示) of public health, or self-righteousness, if you will.
rrtk	襟	keywords		collar
rrtk	襟	story		A<strong> collar</strong> is the part of your <i>garments</i> (衤) that, if tightened too tight, will <em>prohibit</em> (禁) breathing.<br>
rrtk	宗	keywords		religion
rrtk	宗	story		All the<strong> </strong><b>religions</b> have their own temples, which are <i>houses</i> (宀) where they place their <i>altars </i>(示).<br>宗慧<br>Tzong-Hway<br>
rrtk	崇	keywords		adoration
rrtk	崇	story		Several kanji become their 'greater' version when you add <i>mountain</i> (山) on top, for instance <i>wind</i> (風) becomes <i>storm</i> (嵐), <i>stone</i> (石) becomes <i>boulder</i> (岩), thus <i>religion</i> (宗) becomes <strong>adoration</strong>.
rrtk	祭	keywords		ritual,festival
rrtk	祭	story		We have a special <b>ritual/festival</b> in my city where we get under a <i>tent</i> (癶) and we bring <i>meat</i> (肉) and we offer it with our <i>right</i> <em>hand</em> (又) to <em>show</em> (示) God our devotion to Him.
rrtk	察	keywords		guess
rrtk	察	story		Police (警察) drive around a street at night trying to <b>guess</b> about under whose <em>roof</em> (宀) the dark <i>ritual/festival</i> (祭) is performed at.
rrtk	擦	keywords		scrape
rrtk	擦	story		If you mis-<i>guess</i> (察) the cheese you'll <b>scrape</b> your <i style="">fingers </i>(扌) on the cheese-grater (happens to me all the time).
rrtk	由	keywords		therefore,ergo
rrtk	由	story		A thought <em>sprouts</em> (由) from my <em>brain </em>(田). I think, <strong>therefore</strong> I am.
rrtk	抽	keywords		pluck
rrtk	抽	story		If you <b>pluck</b> your <i>fingers</i> (扌), new ones will <i>sprout</i> (由) in their place. (try it ;).
rrtk	油	keywords		oil
rrtk	油	story		<strong>Oil</strong> is the most valuable <em>liquid</em> (氵) to <em>sprout</em> (由) from the earth.
rrtk	袖	keywords		sleeve
rrtk	袖	story		<strong>Sleeve</strong>s are just what <em>sprouts</em> (由) out of the sides of <em>garments </em>(衤)<em>.</em>
rrtk	宙	keywords		mid-air
rrtk	宙	story		Jack's beanstalk <i>sprout</i>ed (由) up, pushed at the <i>roof</i> (宀) and lifted the <i>house</i> (宀) so that it hangs in<strong> mid-air</strong> suspended on the <i>sprout</i> (由).
rrtk	届	keywords		deliver
rrtk	届	story		In the US, when the mail is<strong> deliver</strong>ed, a <em>flag</em> (尸) <em>sprouts</em> (由) up on your mailbox.
rrtk	笛	keywords		flute
rrtk	笛	story		<strong>Flute</strong> is made of <em>bamboo</em> (⺮) <em>sprout </em>(由).
rrtk	軸	keywords		axis
rrtk	軸	story		Imagine a <em>car</em> (車) going across a plain at a fast speed. Suddenly a single <em>sprout</em> (由) gets stuck to the car's wheels, causing the car to fly around its<strong> axis</strong>.
rrtk	甲	keywords		armor
rrtk	甲	story		It looks like a bird's eye view of a tank (modern<strong> armor</strong>).
rrtk	押	keywords		push
rrtk	押	story		Use your <em>fingers</em> (扌) to make sure the <em>roots</em> (甲) of your plant are deep underground by <strong>pushing</strong> them down, down, down.
rrtk	岬	keywords		headland
rrtk	岬	story		A<strong> headland</strong> is a <em>mountain</em> (山) that is firmly <em>rooted</em> (甲) despite being surrounded on 3 sides by water. (Just like your head is a mountain surrounded by air on 3 sides, a<strong> headland</strong>!)<br><br>headland: a narrow piece of land that projects from a coastline into the sea.
rrtk	挿	keywords		insert
rrtk	挿	story		A rice farmer's delicate <em>fingers</em> (扌) have<strong> insert</strong>ed <em>1,000 </em>(千) <em>rooted</em> (甲) seedlings into his field.
rrtk	申	keywords		speaketh
rrtk	申	story		I imagine thomeone who can not pronounth the "s" and<strong> speaketh</strong> like thith becauth they have a <em>cane</em> (丨) in their <em>mouth </em>(曰).
rrtk	伸	keywords		expand
rrtk	伸	story		<i>Mr. T</i> (亻) wants to show you the incredible <b>expand</b>ing <i>monkey</i> (申) trick. He grabs a <i>monkey</i> (申) by the tail and neck, stretches him out a few times, then blows him up like a balloon. The <i>monkey</i> (申) <b>expand</b>s until it pops. Haha, sucka <i>monkey</i> (申), I pity you foo.
rrtk	神	keywords		gods
rrtk	神	story		Hinduism has many<strong> gods</strong>, not just one God. One of the most famous of these<strong> gods</strong> is Hanuman the <em>monkey </em>(申). Many <em>altars</em> (礻) are dedicated to him.
rrtk	捜	keywords		search
rrtk	捜	story		Heard about the fourth wise <em>monkey </em>(申)? Often overlooked after Hear, See and Speak no Evil, he's <strong>Searches</strong> no Evil. Picture the four famous monkeys at Nikko, the fourth covering his <em>crotch</em> (又) with his <em>fingers</em> (扌), showing he won't be <strong>searching</strong> for any evil deeds in that evil place.
rrtk	果	keywords		fruit
rrtk	果	story		If only Eve had used her <i>brains</i> (田) and not taken the forbidden <b>fruit</b> from the <i>tree</i> (木).
rrtk	菓	keywords		confectionery
rrtk	菓	story		<b>Confectionery</b> is usually shaped as <i>fruit</i> (果) and <i>flowers</i> (艹).<br>Confectionery is the set of food items that are rich in sugar and often referred to as a confection. Modern usage may include substances rich in artificial sweeteners as well. The word candy (North America), sweets (UK and Ireland) and lollies (Australia and New Zealand) are also used for the extensive variety of confectionery.<br>
rrtk	課	keywords		chapter
rrtk	課	story		Here we think of the<strong> chapter</strong> of the Bible, namely<strong> chapter</strong> three where you hear the Lord <i>say</i> (訁) "Who has eaten of the forbidden <i>fruit</i> (果)?"
rrtk	裸	keywords		naked
rrtk	裸	story		Here we have Adam and Eve eating of the forbidden <i>fruit</i> (果) and realizing they were <strong>naked</strong>, and so clothing themselves in a cloak (衤).
rrtk	斤	keywords		axe
rrtk	斤	story		The <b>axe</b>-wielding maniac <i>drags</i> (⺁) his latest victim to <i>nail</i> (丅) them to their basement.
rrtk	析	keywords		chop
rrtk	析	story		We<strong> chop</strong> down <i>trees</i> (木) with <i>axes</i> (斤) to <strong>analyze</strong> their rings.
rrtk	所	keywords		place
rrtk	所	story		You outsiders better learn your<strong> place</strong>! An <em>axe</em> (斤) stuck in the <em>door</em> (戸) when you get home is a pretty good indicator that this might not be the best<strong> place</strong> for you.
rrtk	祈	keywords		pray
rrtk	祈	story		A warrior<strong> pray</strong>s for victory before the battle. He kneels at the <em>altar </em>(礻), his battle <em>axe</em> (斤) at the ready.<br>
rrtk	近	keywords		near
rrtk	近	story		The end is<strong> near</strong>. The <em>axe</em>(斤)-murderer is waiting for you on the <em>road</em> (辶).
rrtk	折	keywords		fold
rrtk	折	story		To hold an <em>axe</em> (斤), you need to<strong> fold</strong> your <em>fingers</em> (扌) around the handle.
rrtk	哲	keywords		philosophy
rrtk	哲	story		All the<strong> philosophy</strong> that comes out of my <em>mouth</em> (口) I learned from those Chinese fortune cookies with the <i>folded</i> (折) paper inside. Come to think of it, the cookie itself looks like a weirdly <em>folded </em>(折) <em>mouth </em>(口).
rrtk	逝	keywords		departed
rrtk	逝	story		The<strong> departed</strong> are those who have crossed that <em>fold</em> (折) you cannot see past in the <em>road</em> (辶) we all walk.
rrtk	誓	keywords		vow
rrtk	誓	story		Sadako Sasaki<strong> vow</strong>ed to <em>fold</em> (折) 1000 paper cranes and kept her <em>word </em>(言).
rrtk	暫	keywords		temporarily
rrtk	暫	story		During daylight saving time, we <strong>temporarily</strong> <i>chop off</i> (斬) the <em>day</em> (日) by taking an hour out of it, which we will return back in six months.
rrtk	漸	keywords		steadily
rrtk	漸	story		If you try to make someone lose their heads with Chinese <i>water</i> (氵) torture it will be done <b>steadily</b> but if you just <i>chop off</i> (斬) their heads, it will be done instantly, and quite literally too.
rrtk	断	keywords		severance
rrtk	断	story		After he got <em>hooked</em> (乚) on <em>rice</em> (米) wine the Japanese salaryman got the <em>axe</em> (斤) at work. Now all he has to live on is <b>serverance </b>pay.
rrtk	質	keywords		quality
rrtk	質	story		You're at a local <i>axe</i> (斤) dealer and you have two <i>axes</i> (斤) which you are testing for <b>quality</b> by trying to split <i>shellfish</i> (貝) right down the opening.
rrtk	斥	keywords		reject
rrtk	斥	story		The kids at school used to<strong> reject</strong> me... Made me feel really bad till I brought my <i>axe</i> (斤) to school. See the <i>drop</i> (丶) of blood on it?<br>
rrtk	訴	keywords		accusation
rrtk	訴	story		I strongly <i>reject</i> (斥) the<strong> accusation</strong> implicit in your <i>words </i>(訁).
rrtk	昨	keywords		yesterday
rrtk	昨	story		The <em>day</em> (日) that I <i>saw</i> (乍) before today was<strong> yesterday</strong>.
rrtk	詐	keywords		fraud
rrtk	詐	story		"Hello Mr Geppetto, you've been praying for years to have a boy, and now you're getting one". "Wait, Miss Fairy Godmother, this is not a real boy, it's just my wooden puppet come to life. It's a <b>fraud</b>!" "People's wooden idols are the real frauds. Besides, your puppet has a handy feature: every time he utters an untrue <i>word</i> (訁), his nose will grow." "Whatever, Miss Fairy Godmother! That just means more <i>sawing</i> (乍)!"
rrtk	作	keywords		make
rrtk	作	story		<em>Mr T.</em>'s (亻) favorite magazine is <strong>Make</strong>. He loves to <strong>make</strong> things. But he's a purist: he only uses <em>saws </em>(乍), no power tools.
rrtk	雪	keywords		snow
rrtk	雪	story		<em>Rain</em> (⻗) that undergoes a change so that it can be swept aside with a <i>broom</i> (彐) is snow.
rrtk	録	keywords		record
rrtk	録	story		To<strong> record</strong> is to capture data for posterity. This kanji shows a fairly modern way of doing this. The <em>videotape</em> (录). The <em>metal</em> (釒) is essential because the <em>videotape</em> (录) that<strong> record</strong>s the data is magnetic.
rrtk	尋	keywords		inquire
rrtk	尋	story		<strong>ヨnquire</strong> and <strong>工nquire</strong> are basically the same thing: trying to 口pen someone's <em>glued</em> (寸) <em>mouth</em> (口).<br>
rrtk	急	keywords		hurry
rrtk	急	story		<strong>Hurry</strong> Potter here we see him flying by in a <strong>hurry</strong>, <i>bound up </i>(⺈) to his <i>broom</i> (彐) not to fall, in a <i>heart</i> (心) pounding race to get the Quidditch World Cup.
rrtk	穏	keywords		calm
rrtk	穏	story		Creepy but<strong> calm</strong> bucolic scene: In a field of <em>wheat</em> (禾) a <em>vulture</em> (爫) sits atop a scarecrow's <i>broom</i> (彐) <strong>calm</strong>ly eating a <em>heart</em> (心). 
rrtk	侵	keywords		encroach
rrtk	侵	story		A random <i>person</i> (亻)<strong> </strong><b>encroach</b>es on the <em>French maid</em> (𠬶); driven wild by her little <i>broom</i> (彐), dainty <em>tiara</em> (冖) and sinfully short skirt showing her knickers [<em>crotch </em>(又)]!<br>encroach: intrude on (a person's territory or a thing considered to be a right). advance gradually beyond usual or acceptable limits.<br>
rrtk	浸	keywords		immersed
rrtk	浸	story		The <i>French maid</i> (𠬶) sets aside her <i>broom</i> (彐) and her <i>tiara </i>(冖) and draws a bath for her amorous master, but slips and falls in the <i>water</i> (氵) - getting<strong> immersed</strong>.
rrtk	寝	keywords		lie down
rrtk	寝	story		After work, the <em>French maid</em> (𠬶) goes to her <i>house</i> (宀) and lies down with a <em>turtle </em>(丬). Turtle? Well, he's sloooow and always hard.
rrtk	婦	keywords		lady
rrtk	婦	story		In high society, a<strong> lady</strong> is a <em>woman</em> (女) who never touches a <i>broom or apron </i>(帚).
rrtk	掃	keywords		sweep
rrtk	掃	story		Whether I<strong> </strong><b>sweep </b>something away with my <i>fingers</i> (扌) or my <i>broom</i> (彐), I should always wear my <i>apron </i>(帚).
rrtk	当	keywords		hit
rrtk	当	story		Some mothers use a <i>little</i> (小) <i>broom</i> (彐) to<strong> hit</strong> their children when they misbehave.
rrtk	争	keywords		contend
rrtk	争	story		One of the<strong> contend</strong>ers in Street Fighter 2 is Vega who has <em>rakes </em>(肀) <em>bound</em> (⺈) to his hands.
rrtk	浄	keywords		clean
rrtk	浄	story		Bottled <i>water</i> (氵) marketers <i>contend</i> (争) to make their version of tap water sound the<b> </b><strong>clean</strong>est.
rrtk	事	keywords		matter
rrtk	事	story		Just <em>one</em> (一) word about this<strong> matter</strong> from your <em>mouth</em> (口) and you will find this <em>rake</em> (肀) across it.
rrtk	唐	keywords		T'ang
rrtk	唐	story		Archaeologists found an ancient <i>rake</i> (肀) from the T'ang dynasty at the <i>mouth</i> (口) of the <i>cave</i> (广).
rrtk	糖	keywords		sugar
rrtk	糖	story		<strong>Sugar</strong> made from <i>rice</i> (米) has a <i>T'ang</i>y (唐) flavour.<br><br>tangy: having a strong, piquant flavor or smell.
rrtk	康	keywords		sane
rrtk	康	story		A psychiatric hospital is located in a <i>cave</i> (广). To determine, which patients are<strong> sane</strong> and can be released, they are given a <i>sieve</i> (隶) and asked to empty a bathtub, the<strong> sane</strong> ones take out the plug and get the water out with <strong>ease</strong>.<br>When you are <i>healthy</i> (健) and <i>sane</i> (康), you have <i>health</i> (健康)[けん.こう].<br><br>sieve: a utensil consisting of a wire or plastic mesh held in a frame, used for straining solids from liquids, for separating coarser from finer particles, or for reducing soft solids to a pulp. colador.
rrtk	逮	keywords		apprehend
rrtk	逮	story		Think police roadblocks. They act like <i>road</i> (辶) <i>sieves</i> (隶), letting good people through but<strong> apprehend</strong>ing criminals.
rrtk	伊	keywords		Italy
rrtk	伊	story		In <b>Italy</b> there is always at least one <i>person</i> (亻) holding a <i>fork with spaghetti</i> (尹).
rrtk	君	keywords		You (colloquial)
rrtk	君	story		Kimi, why are <b>you</b> putting that <i>fork with spaghetti</i> (尹) above your <i>mouth</i> (口)? That's not how you eat!<br><br>君の名は。(きみ.の.な.は)[Your name.]
rrtk	群	keywords		flock
rrtk	群	story		<i>You</i> (君) are like a <i>sheep</i> (羊) that follows the <b>flock</b>, be unique!
rrtk	耐	keywords		-proof
rrtk	耐	story		My <i>comb</i> (而) is rust<b>-proof</b>, water<b>-proof</b>, and fire<b>-proof</b>. But unfortunately it is not idiot<b>-proof</b>--and I <em>glued</em> (寸) it to myself.<br>
rrtk	需	keywords		demand
rrtk	需	story		We have had a <em>rain</em> (⻗) of orders on our website for our latest <i>comb</i> (而). There is such high <b>demand</b> for it!
rrtk	儒	keywords		Confucian
rrtk	儒	story		<i>Mr. T</i> (亻) says "No more <strong>Confucian</strong> jibba-jabba! I <em>demand</em> (需) you tell me why it's <em>raining</em> (⻗) <em>combs </em>(而)!"
rrtk	端	keywords		edge
rrtk	端	story		When you <em>stand</em> (立) a <em>comb</em> (而) on its<strong> edge</strong>, it looks like the <i>mountain</i> (山) kanji. I am <i>specialized</i> (耑) in noticing these odd facts.
rrtk	両	keywords		both
rrtk	両	story		<strong>Both</strong> effective ways to commit suicide, hang your self from the <em>ceiling</em> (一)<strong> </strong>with your <em>belt</em> (冂) or jump off a <em>m</em><em>ountain </em>(山).<br>
rrtk	満	keywords		full
rrtk	満	story		Add <em>water</em> (氵) then the <em>flowers</em> (艹). With <i>both</i> (両) the vase will be <strong>full</strong>.
rrtk	画	keywords		brush stroke
rrtk	画	story		In forming an image for the key word, it is helpful to know that this kanji is used for artistic representations (like a completed painting), and as a counter for the number of <b>brush-strokes</b> in a character<br><br>漫画[まん.が]
rrtk	歯	keywords		tooth
rrtk	歯	story		<em>Stop</em> (止) <em>shoveling</em> (凵) <em>rice</em> (米) into your mouth, you'll hurt a<strong> tooth</strong>! Use chopsticks instead.
rrtk	曲	keywords		bend
rrtk	曲	story		I<strong> bend</strong> strings a lot when I play <strong>songs</strong> on my guitar, so sometimes they break. At the moment I only have two strings left.Think of it as a pictogram of a guitar where you have to <strong>bend </strong>the strings to make a <strong>melody</strong>.
rrtk	曹	keywords		cadet
rrtk	曹	story		Japanese<strong> cadet</strong>s have to constantly do <em>one</em> (一) thing--<i>bend</i> (曲) over all <em>day</em> (日), bowing to their superiors.
rrtk	遭	keywords		encounter
rrtk	遭	story		Close<strong> encounter</strong>s of the third kind. The space <i>cadet</i> (曹)<strong> encounter</strong>s aliens on the <em>road </em>(辶).
rrtk	漕	keywords		rowing
rrtk	漕	story		The <em>cadet</em> (曹) didn't like <em>water</em> (氵), but he took up<strong> rowing</strong> after he washed out of the school band, where he had only learned to play <em>one</em> (一) <em>melody</em> (曲), "You Are My <i>Sun</i>shine (日)"
rrtk	槽	keywords		vat
rrtk	槽	story		<em>Cadets</em> (曹) have to bathe in <i>wood</i>en (木)<strong> vat</strong>s.
rrtk	斗	keywords		Big Dipper
rrtk	斗	story		The <b>Big Dipper</b> here is of course the constellation of Ursa Major, of which this kanji is a sort of pictographic representation. The<strong> Big Dipper</strong> is a celestial <i>measuring cup</i> (斗).
rrtk	料	keywords		fee
rrtk	料	story		When buying <em>rice</em> (米), the <strong>fee</strong> is calculated by the cup. Naturally we don't just use any cup; it has to be a proper <em>measuring cup</em> (斗).
rrtk	科	keywords		department
rrtk	科	story		University<strong> department</strong>s study things like <em>wheat</em> (禾)(agriculture) and the <em>big dipper</em> (斗)(physics/astronomy), and exact <em>measuring cups</em> (斗)(engineering).
rrtk	図	keywords		map
rrtk	図	story		A <i>pent in</i> (囗) <i>Big Dipper</i> (斗) is an astronomy<strong> map</strong>.<br>
rrtk	用	keywords		utilize
rrtk	用	story		To tenderize <em>meat</em> (月) in an emergency wilderness situation, just<strong> utilize</strong> your <em>walking stick</em> (丨)!
rrtk	庸	keywords		commonplace
rrtk	庸	story		A <b>common place</b> to dump tools like <i>rakes</i> (肀) and <i>screwdrivers</i> (用) is the <i>cave</i> (广) of your garage. That's how garages all become <b>commonplace</b>. Imagine <i>Sideshow Bob</i> (肀) unable to reach the <i>screwdriver</i> (用) in the garage because he keeps stepping on the <i>rakes</i> (肀) there, doomed to stay a sideshow and <b>commonplace</b> character for eternity because he can't conquer this <b>commonplace</b> garage.
rrtk	備	keywords		equip
rrtk	備	story		<i>Mr. T</i> (亻) wants to climb up and pick the <i>flowers</i> (艹) at the top of the <i>cliff</i> (厂). He<strong> equip</strong>s himself with <i>screwdrivers</i> (用) to use as climbing spikes to reach the top of the cliff. Imagine a large AMMO belt full of philips screwdrivers instead of bullets.
rrtk	昔	keywords		once upon a time
rrtk	昔	story		<b>Once upon a time</b> I was in my <i>salad</i> (龷) <i>days</i> (日), when I was green in judgment, cold in blood...<br><br>one's salad days: expression meaning a youthful time, accompanied by the inexperience, enthusiasm, idealism, innocence, or indiscretion that one associates with a young person.
rrtk	錯	keywords		confused
rrtk	錯	story		<i>Once upon a time</i> (昔) there were some very<strong> confused</strong> alchemists. They couldn't understand why they couldn't turn other <i>metals</i> (釒), like lead, into <i>gold</i> (金).
rrtk	借	keywords		borrow
rrtk	借	story		<i>Once upon a time</i> (昔) I let <em>Mr. T</em> (亻)<strong> borrow</strong> my <em>salad</em> (龷) bowl, but he won't give it back. "This be mine now, foo!"
rrtk	惜	keywords		pity
rrtk	惜	story		What a<strong> pity</strong>! My <em>state of mind</em> (忄) when I think of the opportunities I missed from <em>once upon a time </em>(昔).
rrtk	措	keywords		set aside
rrtk	措	story		<i>Once upon a time</i> (昔) our ancestors <b>set aside</b> the use of <i>fingers</i> (扌) and began to use cutlery to eat <i>salad</i> (龷).
rrtk	散	keywords		scatter
rrtk	散	story		The <i>taskmaster</i> (攵) is dissatisfied with the meal she's served, and<strong> scatter</strong>s the <i>salad</i> (龷) and the <i>meat</i> (月) across the floor for the servants to clean up.<br>
rrtk	廿	keywords		twenty
rrtk	廿	story		<i>Ten</i> (十) and <i>ten</i> (十) holding hands makes a <b>twenty</b>.
rrtk	庶	keywords		commoner
rrtk	庶	story		<i>Twenty</i> (廿) <b>commoners</b> sitting around a <i>fire</i> (灬) in a <i>cave</i> (广)
rrtk	遮	keywords		intercept
rrtk	遮	story		The <i>commoners</i> (庶) are revolting! We must <strong>intercept</strong> them on the <em>road</em> (辶) before they reach the castle!
rrtk	席	keywords		seat
rrtk	席	story		The banquet was held in a <em>cave</em> (广). Each of the <em>twenty</em> (廿)<strong> seat</strong>s had a <em>cloth</em> (巾) napkin beside it. 
rrtk	度	keywords		degrees
rrtk	度	story		The temperature inside the <em>cave</em> (广) was <em>twenty</em> (廿)<strong> degrees</strong>. My <em>right hand</em> (又) was frozen, so I had to chop it off and feed it to the dogs! Now I'm like Luke Skywalker. 
rrtk	渡	keywords		transit
rrtk	渡	story		This particular form of<strong> transit</strong> is a ferry (one of the actual meanings of this character). Naturally it can only cross the <i>water</i> (氵) if it's not frozen, so the temperature must be above 0 <i>degrees</i> (度).<br>
rrtk	奔	keywords		bustle
rrtk	奔	story		Farmers in the hustle and <b>bustle</b> to move <i>large</i> (大) <i>haystacks</i> (卉) before the day ends.<br><br>bustle: move in an energetic or noisy manner. excited activity and movement.
rrtk	噴	keywords		erupt
rrtk	噴	story		The <i>mouth</i> (口) that opened on the floor caused <i>Lavos</i> (賁) to <b>erupt</b> and then he started <b>spout</b>ing <i>haystacks</i> (卉) of deadly needles from his <i>shell</i> (貝).
rrtk	墳	keywords		tomb
rrtk	墳	story		After <i>Lavos</i> (賁) had laid waste to most of Earth in 1999 AD, the <i>soil</i> (土) was full of <b>tombs</b> of the deceased.
rrtk	憤	keywords		indignation
rrtk	憤	story		After <i>Lavos</i> (賁) had laid waste to most of Earth in 1999 AD, Chrono's <i>state of mind </i>(忄) was filled with <b>indignation</b> and he decided to fight him and destroy him.<br>indignation: anger over some unjust or wrong act, unfairness etc.
rrtk	焼	keywords		bake
rrtk	焼	story		I got<strong> bake</strong>d at Burning Man, where they light a giant <em>straw man</em> (尭) on <em>fire </em>(火 ). They were <b>barbecuing</b> some meats and <b>grilling</b> some chicken.
rrtk	暁	keywords		daybreak
rrtk	暁	story		The <em>sun</em> (日) rising beside a <em>straw man</em> (尭) in a corn field is a classic cartoon depiction of<strong> daybreak</strong>.
rrtk	半	keywords		half
rrtk	半	story		Although the writing order is different, one can remember the appearance of this character by seeing it as a <i>little </i>(小) <i>needle</i> (十) - the kind used for splitting hairs in <b>half</b>.
rrtk	伴	keywords		consort
rrtk	伴	story		The <em>person</em> (亻) who is your<strong> consort</strong> is most commonly known as "your other <i>half</i> (半)."
rrtk	畔	keywords		waterside
rrtk	畔	story		A <i>rice field</i> (田) is divided in <i>half</i> (半), <i>half</i> (半) is field <i>half</i> (半) is water. If you stand at the <i>half</i>(半)way mark, you are at the <b>waterside</b>.
rrtk	判	keywords		judgment
rrtk	判	story		In the Bible, King Solomon's<strong> </strong><b>judgment </b>was admired not by saying to cut the baby in <i>half</i> (半) with the <i>sword</i> (刂), but that it revealed who the true mother was.
rrtk	券	keywords		ticket
rrtk	券	story		Entering the movie, the dude asks for your <strong>ticket</strong>, so he can tear it in half. He looks at you funny when you hand him a<strong> ticket</strong> already torn in half. He quietly tears the stub into <i>quarters</i> (龹) after you show him your <i>dagger</i> (刀) with a smile.<br>
rrtk	巻	keywords		scroll
rrtk	巻	story		At a mysterious bazaar, you happen to come across something interesting: a rolled-up<strong> scroll</strong> for only one [25¢] <i>quarter</i> (龹). You buy it up impulsively until you realize that the powerful spell contained within is cursed by a poisonous <em>snake</em> (己). If you try to cast this spell, the snake will pop out of nowhere and bite you! Hrmph. No wonder it was so cheap...
rrtk	圏	keywords		range
rrtk	圏	conflicting_keywords		h:range
rrtk	圏	story		The entire<strong> </strong><b>range</b> of human knowledge is now <i>pent in</i> (囗) the internet, like an endless <i>scroll</i> (巻) of knowledge. You just have to <i>scroll</i> (巻) down to read it!
rrtk	勝	keywords		victory
rrtk	勝	story		"I attained<strong> victory</strong> using only a <i>quarter </i>(龹) of my <i>power</i> (力). I didn't even have to rely on the <i>moon</i> (月)" - says a Saiyan
rrtk	藤	keywords		wisteria
rrtk	藤	story		<strong>Wisteria</strong> <em>flowers</em> (艹) / at <em>moon</em>'s (月) first <i>quarters</i> (龹) / if you give the roots some <em>water</em> (氺).
rrtk	謄	keywords		facsimilie
rrtk	謄	story		Sending a <strong>facsimile</strong> to the <em>moon</em> (月) can be problematic only a <i>quarter</i> (龹) of the <em>words</em> (訁) actually get there.<br>facsimile: an exact copy, especially of written or printed material.
rrtk	片	keywords		one-sided
rrtk	片	story		A<strong> one-sided</strong> romance–he proposes and she says no. <br>片翼の天使(かた.よく.の.てん.し)[One-Winged Angel]
rrtk	版	keywords		printing block
rrtk	版	story		Before the advent of printers in Japan, typewriters couldn't be built as they were in the west due to how many kanji there are. Lots of small<strong> printing block</strong>s had to be used instead. <em>O</em><i>ne side</i> (片) of the <strong>printing block</strong> would have a mirrored or <em>anti</em> (反) image of the kanji. This character also carries the sense of an "edition" of a publication.
rrtk	之	keywords		of,this
rrtk	之	conflicting_keywords		h:this
rrtk	之	story		之は何ですか (これ.は.なん.です.か) "What is <strong>z</strong>ee meaning<strong> of</strong> <strong>z</strong>ees?" said the Frenchman. It's actually a form<strong> of</strong> これ, <em>kore</em>, "<strong>this</strong>."
rrtk	乏	keywords		destitution
rrtk	乏	story		Picture bedraggled, hungry and dirty children living in<strong> destitution</strong>... until <em>Zorro</em> (之) <em>drop</em>s (丶) in.<br>destitution: poverty so extreme that one lacks the means to provide for oneself.
rrtk	芝	keywords		turf
rrtk	芝	story		<i>Zorro</i> (之), with a <i>flower</i> (艹) between his teeth for the ladies, defends his<strong> turf</strong> against evildoers. "This is my<strong> turf</strong>! And this…is for the lady."
rrtk	不	keywords		negative
rrtk	不	story		<em>One </em>(一) <em>below</em> (下) zero is a<strong> negative</strong> number.<br><br>To distinguish between <i>negate</i> (否) and <i>negative</i> (不) note that ne<em>gate</em> (否) contains <i>mouth</i> (口), which is a kind of gate.
rrtk	否	keywords		negate
rrtk	否	story		<i>Negative</i> (不) <i>mouths</i> (口)<strong> negate</strong> everything.<br>To distinguish between <i>negate</i> (否) and <i>negative</i> (不) note that ne<em>gate</em> (否) contains <i>mouth</i> (口), which is a kind of gate.
rrtk	杯	keywords		cupfuls
rrtk	杯	story		The keyword refers to the amount necessary to fill a container. A wooden cup is a piece of <em>wood</em> (木) with <em>negative</em> (不) space waiting to be filled by the <b>cupfuls</b>.
rrtk	矢	keywords		arrow
rrtk	矢	conflicting_keywords		h:arrow
rrtk	矢	story		When you shoot an <b>arrow</b> and <i>lose/miss</i> (失) the top part, then it's time to practice some more.<br><br>聖闘士星矢[セイ.トウ.{シ}.セイ.や](saint.fight.warrior.star.arrow)Saint Seiya
rrtk	矯	keywords		rectify
