Source	Character	Field	OldValue	NewValue
rrtk	忙	story		<strong>Busy</strong> (as in "occupied") means a <em>state of mind</em> (忄) where all other thoughts have <em>perished </em>(亡).
rrtk	悦	keywords		ecstasy
rrtk	悦	story		<strong>E</strong><b>cstasy</b> alters our <i>state of mind </i>(忄) and makes us <i>devils</i> (兑).<br>
rrtk	恒	keywords		constancy
rrtk	恒	story		<strong>Constancy</strong> is holding the same <em>state of mind</em> (忄) over a long <em>span</em> (亘) of time.
rrtk	悼	keywords		lament
rrtk	悼	story		To keep this character distinct from others of similar connotation, one need only think of the Prophet Jeremiah whose poetry gave an <i>eminence</i> (卓) to <i>the state of mind</i> (忄) we call <b>lamentation</b>.<br>eminent: famous and respected within a particular sphere or profession.
rrtk	悟	keywords		enlightenment
rrtk	悟	story		<b>Enlightenment</b> is a <i>state of mind</i> (忄) that goes beyond the <i>five senses</i> (吾) [<i>five</i> 五 <i>openings</i> (口) symbolize the <i>five</i> (五) senses].
rrtk	怖	keywords		dreadful
rrtk	怖	story		Someone in a<strong> dreadful</strong> <em>state of mind</em> (忄) has crawled into his bed and is hiding under the <i>l</i><em>inens </em>(布).
rrtk	慌	keywords		disconcerted
rrtk	慌	story		The <em>state of mind</em> (忄) of the people of New Orleans as they examined their city's concert hall <em>laid waste</em> (荒) can best described as<strong> disconcerted</strong>.<br><br>disconcerted: disturb the composure of; unsettle. Bewildered or confused, as by something unexpected.
rrtk	悔	keywords		repent
rrtk	悔	story		"For all have sinned..." so <em>every</em>(毎)one's <em>state of mind</em> (忄) should be to<strong> repent</strong>.
rrtk	憎	keywords		hate
rrtk	憎	story		My <i>state of mind </i>(忄) was <i>formerly</i> (曽) filled with <b>hate</b>, but then I learned to love others. 
rrtk	慣	keywords		accustomed
rrtk	慣	story		Some hardcore monks have a <em>state of mind</em> (忄) that has become<strong> accustomed</strong> to their self-torture through <em>piercing</em> (貫) themselves.
rrtk	愉	keywords		pleasure
rrtk	愉	story		At the <i>meeting </i>(亼)<i> of butchers</i> (刖)(俞), in their narrow <em>state of mind </em>(忄), they throw lame jokes around like, 'Oh hello, it's a<strong> pleasure</strong> to <em>meat</em> (月) you', and find this rather pleasing.
rrtk	惰	keywords		lazy
rrtk	惰	story		When in a<strong> lazy</strong> <i>state of mind</i> (忄), the things you need to do are <i>left</i> (左) for next <i>month</i> (月).
rrtk	慎	keywords		humility
rrtk	慎	story		<strong>Humility</strong> is the <em>state of mind</em> (忄) of accepting what is <i>true</i> (真) about yourself - both favorable and unfavorable.
rrtk	憾	keywords		remorse
rrtk	憾	story		<b>Remorse</b> is the <em>state of mind</em> (忄) where I feel bad for what I did while I was tired and <em>emotional </em>(感)! Remember that <strong>rEMOrse</strong> contains <i>EMOtion</i> (感).
rrtk	憶	keywords		recollection
rrtk	憶	story		<strong>Recollection</strong> is the <em>state of mind</em> (忄) where one brings <em>ideas</em> (意) back in one's mind.<br>
rrtk	慕	keywords		pining
rrtk	慕	story		Morticia and Gomez (of the “Addams Family”) are spending their <em>Valentine's</em> (㣺) Day at the <em>graveyard </em>(莫),<strong> pining</strong> for each other's affection.<br>pining: to yearn deeply; suffer with longing; long painfully (often followed by for).
rrtk	添	keywords		annexed
rrtk	添	story		You should be <i>grateful</i> (忝) the city just<strong> </strong><strong>annexed</strong> some land and is building a new <i>water</i> (氵) park so that you can go witih your <i>Valentine's</i> (㣺).
rrtk	必	keywords		invariably
rrtk	必	story		You think your <i>heart</i> (心) will <b>invariably</b> belong to someone, but then God says "<i>No</i>" (ノ) and you guys break up.
rrtk	泌	keywords		ooze
rrtk	泌	story		When you pierce a <em>heart</em> (心) with a <em>stake</em> (ノ), it <em>invariably</em> (必) <strong>oozes</strong> <em>blood</em> (氵).
rrtk	手	keywords		hand
rrtk	手	story		Any way you count them, there are either too many or too few fingers to see a good pictograph of a <b>hand</b> in this character. But that it is, and so you must.
rrtk	看	keywords		watch over
rrtk	看	story		Think of the monster from Pan's Labrynth, that <strong>watched over</strong> the poor girl with <i>eyes</i> (目) in the palm of his <em>hands</em> (龵). This is NOT <i>donning</i> (着).
rrtk	摩	keywords		chafe
rrtk	摩	story		If you grind the <em>hemp</em> (麻) without a stone but use your <em>hand</em> (手) instead it will<strong> chafe</strong>. (Image: "Robin, why are your hands all<strong> chafe</strong>d?" 'Uh... (I've been grinding hemp all day)').
rrtk	我	keywords		ego
rrtk	我	story		Someone with a huge<strong> ego</strong> who thinks he is too good for any romantic partner and as such has nothing but personal "<em>hand</em> (扌) <em>fiesta</em>s (戈)" with himself every night.
rrtk	義	keywords		righteousness
rrtk	義	story		Follow the path of<strong> </strong><b>righteousness </b>like <i>sheep</i> (⺷) follow the shepherd, let go of your <i>ego</i> (我).
rrtk	議	keywords		deliberation
rrtk	議	story		In the <b>deliberations</b> of the <i>diet</i> (議会), only <i>righteous</i> (義) <i>words</i> (訁) are allowed. If you don't speak in <i>righteous</i> (義) <i>words</i> (訁), they kick you out of the discussion.<br><br>deliberation: formal consultation or discussion.
rrtk	犠	keywords		sacrifice
rrtk	犠	story		A <i>cow</i> (牜) that is <i>righteous</i> (義)<strong> sacrifice</strong>s her milk for the human race.
rrtk	抹	keywords		erase
rrtk	抹	story		Instead of a rubber, I use my <em>fingers</em> (扌) to <strong>erase</strong> text. It has gone to such an <em>extremity</em> (末) that now I have only one <em>finger</em> (扌) left...
rrtk	抱	keywords		embrace
rrtk	抱	story		Here, I'm picturing that scene from ET (the extra terrestrial), where ET hugs Elliot before leaving. You see that<strong> </strong><strong>embrace</strong> is ET's long <em>fingers</em> (扌) <em>wrapped</em> (包) around Elliot.<br>
rrtk	搭	keywords		board
rrtk	搭	story		When you<strong> board</strong> a plane to Hawaii, a crew-member takes a <em>hand</em>(扌)-made <em>flower</em> (艹) lei and <em>fits</em> (合) it around your neck.<br>
rrtk	抄	keywords		excerpt
rrtk	抄	story		It was a really expensive and extensive book, but I only needed to get an <b>excerpt</b> for my thesis, so I wrote on my <em>hand</em> (扌) only a <em>few</em> (少) words and gave it back to the bookseller. 
rrtk	抗	keywords		confront
rrtk	抗	story		Gandalf <b>confront</b>s the evil beast, shouting "you shall not pass!". He holds up a single <i>finger</i> (扌) and sends forth a <i>whirlwind</i> (亢).
rrtk	批	keywords		criticism
rrtk	批	story		My<strong> criticism</strong> earned me the <i>finger </i>(扌) when I <em>compared</em> (比) her cooking to my mother's.<br>
rrtk	招	keywords		beckon
rrtk	招	story		A Geisha<strong> beckon</strong>s you with her index <em>finger </em>(扌), and as you approach she runs her <em>fingers</em> (扌) all over her body in an attempt to <i>summon</i> (召) you into her chambers. Keyword meaning : “<b>invite</b>”.<br>This is NOT <i>kidnap</i> (拐)
rrtk	拓	keywords		clear the land
rrtk	拓	story		A huge index <em>finger</em> (扌) coming down from the sky is kicking <i>stones</i> (石), to <b>clear the land</b>. Maybe it's the <em>finger</em> (扌) of God preparing a place for his little people to live.
rrtk	拍	keywords		clap
rrtk	拍	story		Image: the most snooty prim and proper English Lord with <em>white</em> (白) gloves<strong> clap</strong>ping only with his <em>fingers </em>(扌). "Oh bravo old chap. Bravo..."
rrtk	打	keywords		strike
rrtk	打	story		You're using a hammer to drive a <em>nail</em> (丁) into a plank, but you miss and<strong> strike</strong> your <em>fingers </em>(扌), ouch!
rrtk	拘	keywords		arrest
rrtk	拘	story		You approach the thief from behind, stick two <em>fingers </em>(扌) at his back to fake a gun, and say the <em>phrase</em> (句) "You're under<strong> arrest</strong>".
rrtk	捨	keywords		discard
rrtk	捨	story		Someone stuck their <em>fingers</em> (扌) in my <i>cottage</i> (舎) cheese! I'm going to have to <b>discard</b> the lot!
rrtk	拐	keywords		kidnap
rrtk	拐	story		Wrap your <i>fingers</i> (扌) around someone's <i>mouth</i> (口) to keep them quiet, then put the <i>dagger</i> (刀) to their throat to ensure their cooperation. This is the best way to<strong> </strong><strong>kidnap</strong> someone.
rrtk	摘	keywords		pinch
rrtk	摘	story		My grandma always<strong> pinch</strong>ed me with her <i>fingers</i> (扌) when I was playing with her <i>antiques</i> (啇). Imagine her <i>fingers</i> (扌), also quite <i>antique</i> (啇), thin, bony and hard,<strong> pinch</strong>ing at your <i>hand</i> (扌). "Keep your <i>fingers </i>(扌) away from my <i>antiques</i> (啇)!!".
rrtk	挑	keywords		challenge
rrtk	挑	story		The rabbit pointed his <i>finger</i> (扌) at the <i>turtle</i> (兆) and said, "I<strong> challenge </strong>you for a race!" The rest is history...
rrtk	指	keywords		finger
rrtk	指	story		<strong><i>Finger</i></strong> (扌) lickin' <i>delicious</i> (旨).
rrtk	持	keywords		hold
rrtk	持	story		In the <em>Buddhist temple</em> (寺) monks develop insane <i>finger </i>(扌) strength and are trained to<strong> hold</strong> positions for ridiculously long periods of time.
rrtk	括	keywords		fasten
rrtk	括	story		Teacher was always telling us to<strong> fasten</strong> our lips by pulling a zipper shut with our <i>fingers</i> (扌). It always frightened me because I imagined getting my <em>tongue</em> (舌) stuck in the zipper.
rrtk	揮	keywords		brandish
rrtk	揮	story		An <em>army</em> (軍) leader in his <i>chariot</i> (車) is<strong> brandish</strong>ing his <i>finger</i> (扌) at the enemy, crying "chaaaaaaaaarrrgggeeee!"<br><br>brandish: wave or flourish (something, especially a weapon) as a threat or in anger or excitement.
rrtk	推	keywords		conjecture
rrtk	推	story		In the midst of<strong> conjecture</strong> on whether it was done or not, mom stuck her <i>fingers </i>(扌) in the <em>turkey</em> (隹) to check.<br>conjecture: an opinion or conclusion formed on the basis of incomplete information.
rrtk	揚	keywords		hoist
rrtk	揚	story		My <i>piggy bank</i> (昜) is so heavy that I cannot<strong> hoist</strong> it using just my <i>fingers </i>(扌).
rrtk	提	keywords		propose
rrtk	提	story		You raise your <i>finger </i>(扌) at a meeting, to<strong> propose</strong> things to be done with <i>justice</i> (是).
rrtk	損	keywords		damage
rrtk	損	story		Boss yells, "Who <b>damaged</b> the Xerox machine?!" <i>fingers</i> (扌) of <i>employees</i> (員) point at one another.
rrtk	拾	keywords		pick up
rrtk	拾	story		I tried to<strong> pick up</strong> the bowling ball...but my <i>fingers </i>(扌) didn't <i>fit</i> (合) in the holes.
rrtk	担	keywords		shouldering
rrtk	担	story		One of Hercules' labors was to hold the world in his <em>fingers</em> (扌) for Atlas and not move until <i>sunrise</i> (旦),<strong> shouldering</strong> the considerable burden.
rrtk	拠	keywords		foothold
rrtk	拠	story		When rockclimbing, when your weight <em>disposes</em> (処) of the valuable<strong> foothold</strong>, all that's left is your <em>fingers</em> (扌) keeping you from death. Meanwhile, your <em>walking legs</em> (夂) are left dangling in the <em>wind </em>(几).
rrtk	描	keywords		sketch
rrtk	描	story		Isn't <em>finger</em> (扌) paint great? This kanji shows a kid <em>finger</em> (扌) painting a<strong> sketch</strong> of a <em>flowery </em>(艹) <em>field</em> (田).
rrtk	操	keywords		maneuver
rrtk	操	story		Luke Skywalker points his <i>fingers</i> (扌) and uses the force to<strong> maneuver</strong> the <i>goods</i> (品) through the <i>tree</i> (木) branches and up over the <i>tree</i> (木)<font color="#100800"> while the <i>chirping of birds</i> </font>(喿) is heard in the background.<br>
rrtk	接	keywords		contact
rrtk	接	conflicting_keywords		h:contact
rrtk	接	story		A pervert meets a <em>woman</em> (女). The pervert tries to come in<strong> </strong><b>contact</b> with his lustful <em>fingers</em> (扌). The <em>woman</em> (女) takes a <em>vase</em> (立), lifts it over her head and smashes it on the pervert's head. Later on she becomes my <i>concubine</i> (妾).<br>concubine: a woman who lives with a man but has lower status than his wife or wives.<br><i>Kiss/kissing</i> (接吻) = <i>contact</i> (接) + <i>proboscis</i> (吻)<br>
rrtk	掲	keywords		put up a notice
rrtk	掲	story		A <i>muchacho</i> (匂) <b>puts up a notice</b> that says “NO FINGER SNAPPING ALLOWED. <i>MUCHACHOS</i> (匂) ON <i>SIESTA</i> (曷)”. The muchachos are sleeping soundly, completely oblivious to the sound of dogs barking, guitar playing and even gun shots. Now imagine one tourist passing by and snapping his <i>fingers</i> (扌) and waking up all the <i>muchachos</i> (匂) at once from the <i>siesta</i> (曷).
rrtk	掛	keywords		hang
rrtk	掛	story		4 ways you could<strong> hang</strong> something: 1) the normal way, with your <i>finger</i> (扌) putting something on a hook or whatever, 2)<strong> hang</strong>ing from a <i>vine</i> (圭) the natural way, 3) by means of the <em>magic wand</em> (卜)<font color="#100800"> </font>or 4) through <i>a divination sign</i> (卦).
rrtk	研	keywords		polish
rrtk	研	story		The <strong>researchers</strong> 研究員【ケンキュウイン】<strong>polish</strong> ancient <i>stones</i> (石) with <i>two hands</i> (开).<br>
rrtk	戒	keywords		commandment
rrtk	戒	story		When Moses returned with the <strong>commandments</strong> holding them with his <i>two</i> <em>hands</em> (廾) he saw that his people were throwing a <em>fiesta</em> (戈). At first he was excited. Then he looked around and got pissed. "Awww, c'mon guys. Golden idols? Really?".
rrtk	械	keywords		contraption
rrtk	械	story		The stones that contained the ten <i>commandments</i> (戒) were heavy. So to help carry them, Moses made a <i>wooden</i> (木) <strong>contraption</strong>; the ark of the covenant.
rrtk	鼻	keywords		nose
rrtk	鼻	story		I blew my <em>nose</em> (自) so hard my <em>brain</em> (田) came out in my <em>two hands</em> (廾).<br>
rrtk	刑	keywords		punish
rrtk	刑	story		In Arab countries they<strong> punish</strong> thieves by cutting off their <i>two hands</i> (开) with a <i>sword</i> (刂).
rrtk	型	keywords		mould
rrtk	型	story		A famous ninja once pressed his <i>two hands</i> (开) and <em>sword</em> (刂) into the <em>soil</em> (土) of his temple, before going onto a mission from which he never came back. Think of some sort of signature that he left behind him. The<strong> mould</strong> of his two hands and saber has since become a popular attraction in the area. Not being able to see this <b>mould</b> is considered a <i>punishment</i> (刑) in the area.
rrtk	才	keywords		genius
rrtk	才	story		He wrote his katakana オ (O) as 才. His mother sighed but still thought him a<strong> genius</strong>.
rrtk	財	keywords		fortune
rrtk	財	conflicting_keywords		h:fortune
rrtk	財	story		If you're a <em>money </em>(貝) <em>genius</em> (才), you can make a <b>fortune</b> in the stock market.
rrtk	材	keywords		lumber
rrtk	材	story		You don't have to be a <i>tree</i> (木) <i>genius</i> (才) to find good <b>lumber</b> in this forest.
rrtk	存	keywords		suppose
rrtk	存	story		<i>Kid</i>(子): Where do Genies live? I <b>suppose</b> (存) genies in bottles are <i>located in</i> (在) the <em>soil</em> (土), <em>kid </em>(子).<br><br>存在 = existence; being​
rrtk	在	keywords		located in
rrtk	在	story		<i>Kid</i>(子): Where do Genies live? I <i>suppose</i> (存) genies in bottles are <b>located in</b> (在) the <em>soil</em> (土), <em>kid </em>(子).<br><br>存在 = existence; being​
rrtk	乃	keywords		from
rrtk	乃	story		<b>From</b> a pictograph of a thumbs up. That's how it also gets the primitive meaning of fist.<br>This kanji is the companion to <i>reach/arrive at</i> (至). It carries the primary meaning of '<b>from</b>' or '<b>of</b>', so the 乃至 compound means "from... to..." or even "between... and...".
rrtk	携	keywords		portable
rrtk	携	story		Because they have no <em>fingers </em>(扌), <em>turkeys</em> (隹) must use their <em>fists</em> (乃)when dialing on a<strong> portable</strong> phone.
rrtk	及	keywords		reach out
rrtk	及	story		The <i>stroke</i> (ノ) cancels out the <i>fist</i> (乃) of hostility, and turns into an act of <b>reaching out</b> to help others.
rrtk	吸	keywords		suck
rrtk	吸	story		An open <em>mouth</em> (口) and a hand <em>reaching out</em> (及): a baby wants to<strong> suck</strong> at his mother's breast.
rrtk	扱	keywords		handle
rrtk	扱	story		Pay attention to this story because you'll learn how to recall the reading of this kanji as well: We've all heard the expression: "Too hot to<strong> handle</strong>" -- Well, just imagine you are <em>reaching out</em> (及) your <em>fingers</em> (扌) to touch someone's face and it is too hot to<strong> handle</strong>. (Then you can combine the word for hot (あつい) with the word for face (かお) and always remember how this character is read: atsukau - あつかう.<br>
rrtk	丈	keywords		length
rrtk	丈	story		The <i>government official</i> (吏) lost his <i>history</i> (史) book which he usually keeps at arms<strong> length </strong>( 丈 ).<br><br> 大丈夫<br>
rrtk	史	keywords		history
rrtk	史	story		I sleep in <b>history</b> class with my <i>mouth</i> (口) <i>tucked under my arm</i> (乂).<br>
rrtk	吏	keywords		government official
rrtk	吏	story		<i>One</i> (一) <b>government official</b> can change the course of <i>history</i> (史).
rrtk	更	keywords		grow late
rrtk	更	story		When it is <strong>growing late</strong>, the <em>sun</em> (日) sinks below the <em>floor</em> (一). Time to tuck your belongings <em>under your arm</em> (丈) and head home.
rrtk	硬	keywords		stiff
rrtk	硬	story		<em>Stones</em> (石) are so<strong> stiff</strong> that even if you spent all day straining trying to change their shape, it would <em>grow late</em> (更) far before you ever accomplished your task.
rrtk	又	keywords		again
rrtk	又	conflicting_keywords		h:again
rrtk	又	story		Think of the phrase じゃ又 [じゃまた] which is a farewell similar to "then <b>again</b>". Also 又ね [またね] and 又明日 [またあした] which is like saying "again tomorrow". Note this kanji is rarely used, most of the time JP people spell it out "また" except for in the last example: 又明日 .
rrtk	双	keywords		pair
rrtk	双	story		The animals boarding Noah's Ark all came in<strong> pair</strong>s – but Noah had to carefully check the two <i>crotches</i> (又) in each<strong> pair</strong> to ensure that the animals were of different sexes and thus able to further their species after the flood.
rrtk	桑	keywords		mulberry
rrtk	桑	story		Three <i>obedient</i> (叒) kids climb up the <i>tree</i> (木) and bring me <b>mulberry</b> for me to finish my pie.
rrtk	隻	keywords		vessels
rrtk	隻	story		Aboard those <b>vessels</b>, lots of <i>turkeys</i> (隹) are causing trouble <i>again</i> (又), instead of doing their job, which is simply <b>counting</b> <b>ships</b>.
rrtk	護	keywords		safeguard
rrtk	護	story		<i>Words</i> (訁) and <i>flowers</i> (艹) are exchanged between sailors and their wives before they board the <i>vessels</i> (隻) to <b>safeguard</b> the world abord the <i>Greenpeace vessel Arctic Sunrise</i> (蒦).<br>
rrtk	獲	keywords		seize
rrtk	獲	story		The <i>vessels</i> (隻) with the <i>flowers</i> (艹) and rainbows printed on top are the <i>Greenpeace vessels Arctic Sunrise</i> (蒦), and the <i>wild dogs</i> (犭) aboard were <b>seized</b> from a generic engineering lab.
rrtk	奴	keywords		guy
rrtk	奴	story		"That <b>guy</b> deceived me <i>again!</i> (又)" - said the <i>woman</i> (女)
rrtk	怒	keywords		angry
rrtk	怒	story		That <i>woman</i> (女) got <b>angry</b> at the<b> </b><i>guy</i> (奴) for breaking her <i>heart</i> (心 ) and deceiving her <i>again</i> (又).
rrtk	友	keywords		friend
rrtk	友	story		A<strong> friend</strong> is always on your <i>side</i> (丆) - <i>again</i> (又) and <i>again</i> (又) and <i>again</i> (又).
rrtk	抜	keywords		slip out
rrtk	抜	story		Don't let good <em>friends </em>(友)<strong> slip out</strong> between your <em>fingers </em>(扌).
rrtk	投	keywords		throw
rrtk	投	story		Well, you usually use your <em>fingers</em> (扌) to<strong> throw</strong> objects used as <em>missile</em> (殳) weapons. Easy. By the way, for those of you looking for a less anachronistic image for the <em>missile</em> (殳) primitive as a modern rocket, try a slingshot. it's a <em>crotch</em> (又)(originally a tree branch) that sends missile projectiles flying into/like the <em>wind</em> (几). And for this present kanji, it is something you naturally use with your fingers.
rrtk	没	keywords		go down
rrtk	没	story		A <i>water</i> (氵) <i>missile</i> (殳)? A torpedo! And when it hits it's target? The ship <b>go</b>es<b> down</b>.
rrtk	設	keywords		establishment
rrtk	設	story		The<strong> establishment</strong> (founding) of a nation usually involves both <em>speeches</em> (訁) and <em>missiles</em> (殳).
rrtk	撃	keywords		beat
rrtk	撃	story		Your <i>car</i> (車) has <i>missiles</i> (殳)?! That<strong> beat</strong>s mine, <i>hands</i> (手) down.
rrtk	殻	keywords		husk
rrtk	殻	story		<i>Samurai</i>'s (士)<strong> husk</strong><b>/shell/armour</b> is <i>superflous</i> (冗) to <i>missile</i> (殳) attacks, just like <i>cereals</i>' (穀) <b>husk/shell</b> to spoon attacks.
rrtk	支	keywords		support
rrtk	支	story		With <em>ten</em> (十) good <em>right hands</em> (又), my men can provide the<strong> support</strong> that you need.
rrtk	技	keywords		skill
rrtk	技	story		Balancing a <em>branch</em> (支) on your <em>finger</em> (扌) is the prototypical example of a<strong> skill</strong> that is nothing more than a<strong> skill</strong> (i.e., it is completely useless).
rrtk	枝	keywords		branch
rrtk	枝	conflicting_keywords		h:branch
rrtk	枝	story		In a <i>tree</i> (木) the main <i>support</i> (支) comes from the main <b>branch</b>, also known as the <b>bough</b>.
rrtk	肢	keywords		limb
rrtk	肢	story		Whether you're standing upright, or on your hands, the <i>part of the body</i> (月) that provides <i>support</i> (支) in either scenario are the <b>limb</b>s.
rrtk	茎	keywords		stalk
rrtk	茎	story		The <i>flower</i> (艹) had a very strong <b>stalk/stem</b>, that could almost be used as a <i>spool</i> (圣) to run the christmas light wires.<br>spool: a cylindrical device on which film, magnetic tape, thread, or other flexible materials can be wound; a reel.
rrtk	怪	keywords		suspicious
rrtk	怪	story		When you're<strong> suspicious</strong>, your <i>state of mind</i> (忄) twists round and round like a <i>spool</i> (圣) of thread.
rrtk	軽	keywords		lightly
rrtk	軽	story		A <i>car</i> (車) that uses <i>spools</i> (圣) for tires must be very <b>light</b> and it must be driven <b>lightly</b> as well.
rrtk	叔	keywords		uncle
rrtk	叔	story		Your <b>uncle</b> (叔) was full of <i>loneliness</i> (寂), and he lived by himself. He was naturally <i>graceful</i> (淑) in the <i>water</i> (氵), and you knew he was once on the Olympic synchronized swimming team. You knew that there was something different about him, but you joined his youth team and he <i>watched</i> (目) over you carefully as <i>coach</i> (督). It was uncomfortable, though, how your <b>uncle</b> (叔) often touched you just a <i>little</i> (小) above the <i>crotch</i> (又) when coaching...
rrtk	督	keywords		coach
rrtk	督	story		Your <i>uncle</i> (叔) was full of <i>loneliness</i> (寂), and he lived by himself. He was naturally <i>graceful</i> (淑) in the <i>water</i> (氵), and you knew he was once on the Olympic synchronized swimming team. You knew that there was something different about him, but you joined his youth team and he <i>watched</i> (目) over you carefully as <b>coach</b> (督). It was uncomfortable, though, how your <i>uncle</i> (叔) often touched you just a <i>little</i> (小) above the <i>crotch</i> (又) when coaching...
rrtk	寂	keywords		lonely
rrtk	寂	story		Your <i>uncle</i> (叔) was full of <b>loneliness</b> (寂), and he lived by himself. He was naturally <i>graceful</i> (淑) in the <i>water</i> (氵), and you knew he was once on the Olympic synchronized swimming team. You knew that there was something different about him, but you joined his youth team and he <i>watched</i> (目) over you carefully as <i>coach</i> (督). It was uncomfortable, though, how your <i>uncle</i> (叔) often touched you just a <i>little</i> (小) above the <i>crotch</i> (又) when coaching...
rrtk	淑	keywords		graceful
rrtk	淑	story		Your <i>uncle</i> (叔) was full of <i>loneliness</i> (寂), and he lived by himself. He was naturally <b>graceful</b> (淑) in the <i>water</i> (氵), and you knew he was once on the Olympic synchronized swimming team. You knew that there was something different about him, but you joined his youth team and he <i>watched</i> (目) over you carefully as <i>coach</i> (督). It was uncomfortable, though, how your <i>uncle</i> (叔) often touched you just a <i>little</i> (小) above the <i>crotch</i> (又) when coaching...
rrtk	反	keywords		anti-
rrtk	反	story		I think of an<strong> anti-</strong>hero (Dirty Harry etc.) for this primitive, whose trademark for disposing of villians is not an honorable fight, but a kick in the <em>crotch</em> (又) and then a shove off a <em>cliff</em> (厂), perhaps whilst the villain's back is turned.
rrtk	坂	keywords		slope
rrtk	坂	story		A<strong> slope</strong> is <em>anti</em>-(反) flat <em>soil </em>(土).
rrtk	板	keywords		plank
rrtk	板	story		Of course, <em>tree</em> (木) are <em>anti-</em>(反)<b>plank</b>. Wouldn't you be if you were a <em>tree</em> (木)?
rrtk	返	keywords		return
rrtk	返	story		I ordered an <i>anti-</i>(反) mosquito kit, but it was damaged on the <i>road</i> (辶) to my place, so I had to<strong> return</strong> it to the store and get a <b>refund</b>.
rrtk	販	keywords		marketing
rrtk	販	story		<strong>Marketing</strong> tries to get consumers to be <em>anti-</em>(反)<em>money</em> (貝) and pro-products.
rrtk	爪	keywords		claw
rrtk	爪	story		This character is a pictograph of a bird's <b>claw</b>, and from there comes to mean animal <b>claws</b> in general (including human fingernails). Use the "w" in<strong> claw</strong> to remember the shape of this kanji.
rrtk	妥	keywords		compromise
rrtk	妥	story		That <em>woman</em> (女) had long <i>nails/claws</i><i> </i>(爫), and it was hurting me during our lovemaking, so we both had to <b>compromise</b>: she trims her <i>claws</i> (爫) and she can be my <i>woman</i> (女).
rrtk	乳	keywords		milk
rrtk	乳	story		Drinking<strong> milk</strong> not only reduces <i>cavities</i> (孔) but also strengthens <i>nails/claws</i> (爫). I gave my <i>child</i> (子) some and now he's <i>hooked</i> (乚) on it.
rrtk	浮	keywords		float
rrtk	浮	story		For the duck <i>fledgling</i> (孚) it is very easy to <b>float</b> in the <i>water</i> (氵).<br><br>fledgling: a young bird that has just fledged.<br>fledge: (of a young bird) develop wing feathers that are large enough for flight.<br>
rrtk	将	keywords		leader
rrtk	将	story		The<strong> leader</strong> in this race is the <em>turtle </em>(丬)! It appears he has covered the <em>vulture</em>’s (爫) feet in <em>glue </em>(寸), so that the vulture cannot get off the starting block.
rrtk	奨	keywords		exhort
rrtk	奨	story		The <i>leader</i> (将) of our army <b>exhort</b>ed us to also study, so we could make <i>large</i> (大) sums of money once we graduate.
rrtk	採	keywords		pick
rrtk	採	story		He pointed his <em>finger</em> (扌) at the <em>vulture</em> (爫) sitting in the <em>tree</em> (木) playing <i>dice</i> (采) and said, "I think I can <strong>pick</strong> him off from here."
rrtk	菜	keywords		vegetable
rrtk	菜	story		A vegetarian <i>vulture</i> (爫) is munching on a <i>flower</i> (艹), perched on a <i>tree</i> (木), patiently waiting for a patch of <b>vegetable</b>s to grow, while playing <i>dice</i> (采) to pass the time.
rrtk	受	keywords		accept
rrtk	受	story		The <i>bird</i> (爫) <i>house</i> (冖) is the <i>brothel</i> (爫冖) and of course everyone is welcome - thay<strong> accept</strong> any <i>crotch</i> (又).
rrtk	授	keywords		impart
rrtk	授	story		"Please <em>accept</em> (受) this <em>finger</em> (扌)" you say,<strong> impart</strong>ing it to your yakuza boss.
rrtk	愛	keywords		love
rrtk	愛	story		<b>Love</b> is to <i>accept/receive</i> (受) the <i>heart</i> (心) of another person.<br><br>愛は相手の心を受けることです。<br>When I'm in<strong> love</strong>, my <i>heart</i> (心) feels like a <i>birdhouse</i> (爫冖) full of fluttering birds, and my <i>walking legs</i> (夊) flutter accordingly.<br>
rrtk	払	keywords		pay
rrtk	払	story		You're at a restaurant and raise your <em>finger </em>(扌) to indicate to the waiter that you want to<strong> pay</strong>. Your friend <em>elbows</em> (厶) you in the ribs -- it's his shout, and he insists on taking care of the bill.
rrtk	広	keywords		wide
rrtk	広	story		The Bat<i>cave</i> (广) is very<strong> wide</strong> and has a lot of <i>elbow</i> (厶) room for Batman to do his yoga.
rrtk	拡	keywords		broaden
rrtk	拡	story		Spread your <i>fingers</i> (扌) <i>wide</i> (広) to<strong> broaden</strong> your hand.
rrtk	鉱	keywords		mineral
rrtk	鉱	story		For the mining of<b> mineral</b>s, one needs <i>wide </i>(広) <i>caves</i> (广) with lots of <i>elbow</i> (厶) room to get those precious <i>metals</i> (釒) out.
rrtk	弁	keywords		valve
rrtk	弁	story		Opening a stuck<strong> valve</strong> requires <i>two hands</i> (廾) and a lot of <i>elbow</i> (厶) grease.
rrtk	雄	keywords		male
rrtk	雄	story		<b>Males</b> walk with their <i>elbows</i> (厶) out from their <em>sides</em> (丆) in a weird <em>turkey</em> (隹) trot when they try to appear very masculine.
rrtk	台	keywords		pedestal
rrtk	台	story		When someone's <em>elbow</em> (厶) is above your <em>mouth</em> (口) he/she is probably standing on a <strong>pedestal</strong>.
rrtk	怠	keywords		neglect
rrtk	怠	story		While standing on the <i>pedestal</i> (台) at the award ceremony, the recipient <i>heart</i>(心 )lessly <b>neglected</b> to mention the people that got him there.
rrtk	治	keywords		reign
